date,industry_group,revenue_change
2020-01-10,Transportation  ,-0.00863
2020-01-11,Transportation  ,0.00186
2020-01-12,Transportation  ,0.0020399999999999997
2020-01-13,Transportation  ,-0.0144
2020-01-14,Transportation  ,-0.00632
2020-01-15,Transportation  ,-0.0015199999999999999
2020-01-16,Transportation  ,0.00114
2020-01-17,Transportation  ,0.0232
2020-01-18,Transportation  ,0.0406
2020-01-19,Transportation  ,0.0318
2020-01-20,Transportation  ,0.018000000000000002
2020-01-21,Transportation  ,0.0207
2020-01-22,Transportation  ,0.0122
2020-01-23,Transportation  ,0.0124
2020-01-24,Transportation  ,0.0045899999999999995
2020-01-25,Transportation  ,0.00996
2020-01-26,Transportation  ,0.00992
2020-01-27,Transportation  ,0.00173
2020-01-28,Transportation  ,-0.0156
2020-01-29,Transportation  ,-0.0189
2020-01-30,Transportation  ,-0.011000000000000001
2020-01-31,Transportation  ,-0.008159999999999999
2020-02-01,Transportation  ,-0.00796
2020-02-02,Transportation  ,0.0115
2020-02-03,Transportation  ,0.0336
2020-02-04,Transportation  ,0.0395
2020-02-05,Transportation  ,0.0396
2020-02-06,Transportation  ,0.037000000000000005
2020-02-07,Transportation  ,0.0496
2020-02-08,Transportation  ,0.0606
2020-02-09,Transportation  ,0.0855
2020-02-10,Transportation  ,0.16399999999999998
2020-02-11,Transportation  ,0.17
2020-02-12,Transportation  ,0.17
2020-02-13,Transportation  ,0.156
2020-02-14,Transportation  ,0.153
2020-02-15,Transportation  ,0.145
2020-02-16,Transportation  ,0.0941
2020-02-17,Transportation  ,0.0138
2020-02-18,Transportation  ,0.0872
2020-02-19,Transportation  ,0.08900000000000001
2020-02-20,Transportation  ,0.106
2020-02-21,Transportation  ,0.0849
2020-02-22,Transportation  ,0.0805
2020-02-23,Transportation  ,0.0845
2020-02-24,Transportation  ,-0.00346
2020-02-25,Transportation  ,0.00073
2020-02-26,Transportation  ,0.00783
2020-02-27,Transportation  ,0.00365
2020-02-28,Transportation  ,0.0117
2020-02-29,Transportation  ,0.0414
2020-03-01,Transportation  ,0.04
2020-03-02,Transportation  ,0.0756
2020-03-03,Transportation  ,0.0839
2020-03-04,Transportation  ,0.0675
2020-03-05,Transportation  ,0.0416
2020-03-06,Transportation  ,0.040999999999999995
2020-03-07,Transportation  ,0.0363
2020-03-08,Transportation  ,0.0283
2020-03-09,Transportation  ,-0.0128
2020-03-10,Transportation  ,-0.0168
2020-03-11,Transportation  ,-0.0116
2020-03-12,Transportation  ,-0.0207
2020-03-13,Transportation  ,-0.0329
2020-03-14,Transportation  ,-0.0398
2020-03-15,Transportation  ,-0.0468
2020-03-16,Transportation  ,-0.0409
2020-03-17,Transportation  ,-0.0594
2020-03-18,Transportation  ,-0.0788
2020-03-19,Transportation  ,-0.085
2020-03-20,Transportation  ,-0.126
2020-03-21,Transportation  ,-0.196
2020-03-22,Transportation  ,-0.231
2020-03-23,Transportation  ,-0.28600000000000003
2020-03-24,Transportation  ,-0.33899999999999997
2020-03-25,Transportation  ,-0.38299999999999995
2020-03-26,Transportation  ,-0.41700000000000004
2020-03-27,Transportation  ,-0.43799999999999994
2020-03-28,Transportation  ,-0.444
2020-03-29,Transportation  ,-0.44799999999999995
2020-03-30,Transportation  ,-0.449
2020-03-31,Transportation  ,-0.433
2020-04-01,Transportation  ,-0.40700000000000003
2020-04-02,Transportation  ,-0.387
2020-04-03,Transportation  ,-0.3720000000000001
2020-04-04,Transportation  ,-0.368
2020-04-05,Transportation  ,-0.37
2020-04-06,Transportation  ,-0.363
2020-04-07,Transportation  ,-0.368
2020-04-08,Transportation  ,-0.392
2020-04-09,Transportation  ,-0.40700000000000003
2020-04-10,Transportation  ,-0.418
2020-04-11,Transportation  ,-0.415
2020-04-12,Transportation  ,-0.41700000000000004
2020-04-13,Transportation  ,-0.414
2020-04-14,Transportation  ,-0.40299999999999997
2020-04-15,Transportation  ,-0.376
2020-04-16,Transportation  ,-0.369
2020-04-17,Transportation  ,-0.36
2020-04-18,Transportation  ,-0.35200000000000004
2020-04-19,Transportation  ,-0.337
2020-04-20,Transportation  ,-0.32799999999999996
2020-04-21,Transportation  ,-0.29100000000000004
2020-04-22,Transportation  ,-0.29600000000000004
2020-04-23,Transportation  ,-0.293
2020-04-24,Transportation  ,-0.285
2020-04-25,Transportation  ,-0.282
2020-04-26,Transportation  ,-0.27699999999999997
2020-04-27,Transportation  ,-0.263
2020-04-28,Transportation  ,-0.28600000000000003
2020-04-29,Transportation  ,-0.281
2020-04-30,Transportation  ,-0.273
2020-05-01,Transportation  ,-0.247
2020-05-02,Transportation  ,-0.23199999999999998
2020-05-03,Transportation  ,-0.22899999999999998
2020-05-04,Transportation  ,-0.228
2020-05-05,Transportation  ,-0.215
2020-05-06,Transportation  ,-0.192
2020-05-07,Transportation  ,-0.18
2020-05-08,Transportation  ,-0.18100000000000002
2020-05-09,Transportation  ,-0.17
2020-05-10,Transportation  ,-0.17600000000000002
2020-05-11,Transportation  ,-0.187
2020-05-12,Transportation  ,-0.19399999999999998
2020-05-13,Transportation  ,-0.198
2020-05-14,Transportation  ,-0.19899999999999998
2020-05-15,Transportation  ,-0.19699999999999998
2020-05-16,Transportation  ,-0.19899999999999998
2020-05-17,Transportation  ,-0.18600000000000005
2020-05-18,Transportation  ,-0.162
2020-05-19,Transportation  ,-0.146
2020-05-20,Transportation  ,-0.132
2020-05-21,Transportation  ,-0.10800000000000001
2020-05-22,Transportation  ,-0.10099999999999999
2020-05-23,Transportation  ,-0.0913
2020-05-24,Transportation  ,-0.0934
2020-05-25,Transportation  ,-0.131
2020-05-26,Transportation  ,-0.11900000000000001
2020-05-27,Transportation  ,-0.131
2020-05-28,Transportation  ,-0.14400000000000002
2020-05-29,Transportation  ,-0.15
2020-05-30,Transportation  ,-0.158
2020-05-31,Transportation  ,-0.16899999999999998
2020-06-01,Transportation  ,-0.145
2020-06-02,Transportation  ,-0.13
2020-06-03,Transportation  ,-0.138
2020-06-04,Transportation  ,-0.14
2020-06-05,Transportation  ,-0.14800000000000002
2020-06-06,Transportation  ,-0.14
2020-06-07,Transportation  ,-0.129
2020-06-08,Transportation  ,-0.132
2020-06-09,Transportation  ,-0.133
2020-06-10,Transportation  ,-0.126
2020-06-11,Transportation  ,-0.11199999999999999
2020-06-12,Transportation  ,-0.107
2020-06-13,Transportation  ,-0.10099999999999999
2020-06-14,Transportation  ,-0.0816
2020-06-15,Transportation  ,-0.0779
2020-06-16,Transportation  ,-0.0693
2020-06-17,Transportation  ,-0.0607
2020-06-18,Transportation  ,-0.0584
2020-06-19,Transportation  ,-0.0364
2020-06-20,Transportation  ,-0.0308
2020-06-21,Transportation  ,-0.0385
2020-06-22,Transportation  ,-0.0356
2020-06-23,Transportation  ,-0.0423
2020-06-24,Transportation  ,-0.0353
2020-06-25,Transportation  ,-0.0344
2020-06-26,Transportation  ,-0.0485
2020-06-27,Transportation  ,-0.0485
2020-06-28,Transportation  ,-0.0522
2020-06-29,Transportation  ,-0.0622
2020-06-30,Transportation  ,-0.0563
2020-07-01,Transportation  ,-0.06
2020-07-02,Transportation  ,-0.0491
2020-07-03,Transportation  ,-0.0758
2020-07-04,Transportation  ,-0.0323
2020-07-05,Transportation  ,-0.0353
2020-07-06,Transportation  ,-0.0214
2020-07-07,Transportation  ,-0.0267
2020-07-08,Transportation  ,-0.0377
2020-07-09,Transportation  ,-0.0592
2020-07-10,Transportation  ,-0.0617
2020-07-11,Transportation  ,-0.0695
2020-07-12,Transportation  ,-0.0644
2020-07-13,Transportation  ,-0.0872
2020-07-14,Transportation  ,-0.0894
2020-07-15,Transportation  ,-0.0877
2020-07-16,Transportation  ,-0.0907
2020-07-17,Transportation  ,-0.0884
2020-07-18,Transportation  ,-0.0933
2020-07-19,Transportation  ,-0.0989
2020-07-20,Transportation  ,-0.106
2020-07-21,Transportation  ,-0.115
2020-07-22,Transportation  ,-0.121
2020-07-23,Transportation  ,-0.107
2020-07-24,Transportation  ,-0.10800000000000001
2020-07-25,Transportation  ,-0.111
2020-07-26,Transportation  ,-0.109
2020-07-27,Transportation  ,-0.106
2020-07-28,Transportation  ,-0.0959
2020-07-29,Transportation  ,-0.086
2020-07-30,Transportation  ,-0.0966
2020-07-31,Transportation  ,-0.109
2020-08-01,Transportation  ,-0.113
2020-08-02,Transportation  ,-0.11599999999999999
2020-08-03,Transportation  ,-0.12
2020-08-04,Transportation  ,-0.131
2020-08-05,Transportation  ,-0.159
2020-08-06,Transportation  ,-0.18
2020-08-07,Transportation  ,-0.18100000000000002
2020-08-08,Transportation  ,-0.185
2020-08-09,Transportation  ,-0.19
2020-08-10,Transportation  ,-0.196
2020-08-11,Transportation  ,-0.19899999999999998
2020-08-12,Transportation  ,-0.18600000000000005
2020-08-13,Transportation  ,-0.17800000000000002
2020-08-14,Transportation  ,-0.18
2020-08-15,Transportation  ,-0.185
2020-08-16,Transportation  ,-0.188
2020-08-17,Transportation  ,-0.193
2020-08-18,Transportation  ,-0.198
2020-08-19,Transportation  ,-0.21100000000000002
2020-08-20,Transportation  ,-0.21899999999999997
2020-08-21,Transportation  ,-0.226
2020-08-22,Transportation  ,-0.217
2020-08-23,Transportation  ,-0.21600000000000005
2020-08-24,Transportation  ,-0.212
2020-08-25,Transportation  ,-0.198
2020-08-26,Transportation  ,-0.184
2020-08-27,Transportation  ,-0.163
2020-08-28,Transportation  ,-0.14400000000000002
2020-08-29,Transportation  ,-0.0791
2020-08-30,Transportation  ,-0.0839
2020-08-31,Transportation  ,-0.0818
2020-09-01,Transportation  ,-0.0554
2020-09-02,Transportation  ,-0.0422
2020-09-03,Transportation  ,-0.0352
2020-09-04,Transportation  ,-0.0279
2020-09-05,Transportation  ,-0.0804
2020-09-06,Transportation  ,-0.0601
2020-09-07,Transportation  ,-0.0788
2020-09-08,Transportation  ,-0.0609
2020-09-09,Transportation  ,-0.0719
2020-09-10,Transportation  ,-0.071
2020-09-11,Transportation  ,-0.0796
2020-09-12,Transportation  ,-0.0781
2020-09-13,Transportation  ,-0.0903
2020-09-14,Transportation  ,-0.10300000000000001
2020-09-15,Transportation  ,-0.105
2020-09-16,Transportation  ,-0.11199999999999999
2020-09-17,Transportation  ,-0.11
2020-09-18,Transportation  ,-0.111
2020-09-19,Transportation  ,-0.111
2020-09-20,Transportation  ,-0.11
2020-09-21,Transportation  ,-0.109
2020-09-22,Transportation  ,-0.113
2020-09-23,Transportation  ,-0.124
2020-09-24,Transportation  ,-0.126
2020-09-25,Transportation  ,-0.12300000000000001
2020-09-26,Transportation  ,-0.125
2020-09-27,Transportation  ,-0.126
2020-09-28,Transportation  ,-0.129
2020-09-29,Transportation  ,-0.133
2020-09-30,Transportation  ,-0.12300000000000001
2020-10-01,Transportation  ,-0.13
2020-10-02,Transportation  ,-0.132
2020-10-03,Transportation  ,-0.131
2020-10-04,Transportation  ,-0.125
2020-10-05,Transportation  ,-0.111
2020-10-06,Transportation  ,-0.109
2020-10-07,Transportation  ,-0.10300000000000001
2020-10-08,Transportation  ,-0.0976
2020-10-09,Transportation  ,-0.0853
2020-10-10,Transportation  ,-0.0785
2020-10-11,Transportation  ,-0.0741
2020-10-12,Transportation  ,-0.0613
2020-10-13,Transportation  ,-0.0722
2020-10-14,Transportation  ,-0.0807
2020-10-15,Transportation  ,-0.0749
2020-10-16,Transportation  ,-0.08199999999999999
2020-10-17,Transportation  ,-0.0875
2020-10-18,Transportation  ,-0.07
2020-10-19,Transportation  ,-0.0847
2020-10-20,Transportation  ,-0.0863
2020-10-21,Transportation  ,-0.0679
2020-10-22,Transportation  ,-0.0717
2020-10-23,Transportation  ,-0.0663
2020-10-24,Transportation  ,-0.0654
2020-10-25,Transportation  ,-0.0943
2020-10-26,Transportation  ,-0.10099999999999999
2020-10-27,Transportation  ,-0.085
2020-10-28,Transportation  ,-0.0907
2020-10-29,Transportation  ,-0.0933
2020-10-30,Transportation  ,-0.0951
2020-10-31,Transportation  ,-0.107
2020-11-01,Transportation  ,-0.10800000000000001
2020-11-02,Transportation  ,-0.105
2020-11-03,Transportation  ,-0.125
2020-11-04,Transportation  ,-0.141
2020-11-05,Transportation  ,-0.153
2020-11-06,Transportation  ,-0.17300000000000001
2020-11-07,Transportation  ,-0.174
2020-11-08,Transportation  ,-0.16699999999999998
2020-11-09,Transportation  ,-0.17
2020-11-10,Transportation  ,-0.166
2020-11-11,Transportation  ,-0.147
2020-11-12,Transportation  ,-0.153
2020-11-13,Transportation  ,-0.15
2020-11-14,Transportation  ,-0.141
2020-11-15,Transportation  ,-0.139
2020-11-16,Transportation  ,-0.14
2020-01-10,Professional & Business services  ,-0.000362
2020-01-11,Professional & Business services  ,0.0225
2020-01-12,Professional & Business services  ,0.0232
2020-01-13,Professional & Business services  ,0.00788
2020-01-14,Professional & Business services  ,0.00928
2020-01-15,Professional & Business services  ,0.0114
2020-01-16,Professional & Business services  ,0.0014
2020-01-17,Professional & Business services  ,0.0205
2020-01-18,Professional & Business services  ,0.0259
2020-01-19,Professional & Business services  ,0.0316
2020-01-20,Professional & Business services  ,0.0229
2020-01-21,Professional & Business services  ,0.0521
2020-01-22,Professional & Business services  ,0.0282
2020-01-23,Professional & Business services  ,0.0295
2020-01-24,Professional & Business services  ,-0.0214
2020-01-25,Professional & Business services  ,-0.0171
2020-01-26,Professional & Business services  ,-0.0192
2020-01-27,Professional & Business services  ,-0.0267
2020-01-28,Professional & Business services  ,-0.0228
2020-01-29,Professional & Business services  ,-0.024
2020-01-30,Professional & Business services  ,-0.0269
2020-01-31,Professional & Business services  ,0.00881
2020-02-01,Professional & Business services  ,-0.0232
2020-02-02,Professional & Business services  ,-0.0344
2020-02-03,Professional & Business services  ,0.000279
2020-02-04,Professional & Business services  ,-0.0145
2020-02-05,Professional & Business services  ,-0.0104
2020-02-06,Professional & Business services  ,0.000594
2020-02-07,Professional & Business services  ,0.0136
2020-02-08,Professional & Business services  ,0.0274
2020-02-09,Professional & Business services  ,0.0532
2020-02-10,Professional & Business services  ,0.138
2020-02-11,Professional & Business services  ,0.132
2020-02-12,Professional & Business services  ,0.141
2020-02-13,Professional & Business services  ,0.129
2020-02-14,Professional & Business services  ,0.129
2020-02-15,Professional & Business services  ,0.114
2020-02-16,Professional & Business services  ,0.0978
2020-02-17,Professional & Business services  ,-0.00463
2020-02-18,Professional & Business services  ,0.103
2020-02-19,Professional & Business services  ,0.105
2020-02-20,Professional & Business services  ,0.11
2020-02-21,Professional & Business services  ,0.0892
2020-02-22,Professional & Business services  ,0.0936
2020-02-23,Professional & Business services  ,0.0894
2020-02-24,Professional & Business services  ,-0.00959
2020-02-25,Professional & Business services  ,-0.0396
2020-02-26,Professional & Business services  ,-0.0574
2020-02-27,Professional & Business services  ,-0.044
2020-02-28,Professional & Business services  ,-0.0426
2020-02-29,Professional & Business services  ,-0.0259
2020-03-01,Professional & Business services  ,-0.0397
2020-03-02,Professional & Business services  ,-0.026
2020-03-03,Professional & Business services  ,-0.0257
2020-03-04,Professional & Business services  ,-0.00558
2020-03-05,Professional & Business services  ,-0.0103
2020-03-06,Professional & Business services  ,-0.0038
2020-03-07,Professional & Business services  ,-0.00304
2020-03-08,Professional & Business services  ,0.0206
2020-03-09,Professional & Business services  ,-0.00919
2020-03-10,Professional & Business services  ,-0.0158
2020-03-11,Professional & Business services  ,-0.00608
2020-03-12,Professional & Business services  ,-0.0271
2020-03-13,Professional & Business services  ,-0.0604
2020-03-14,Professional & Business services  ,-0.0523
2020-03-15,Professional & Business services  ,-0.0883
2020-03-16,Professional & Business services  ,-0.0916
2020-03-17,Professional & Business services  ,-0.12
2020-03-18,Professional & Business services  ,-0.149
2020-03-19,Professional & Business services  ,-0.168
2020-03-20,Professional & Business services  ,-0.206
2020-03-21,Professional & Business services  ,-0.225
2020-03-22,Professional & Business services  ,-0.195
2020-03-23,Professional & Business services  ,-0.231
2020-03-24,Professional & Business services  ,-0.261
2020-03-25,Professional & Business services  ,-0.29
2020-03-26,Professional & Business services  ,-0.312
2020-03-27,Professional & Business services  ,-0.307
2020-03-28,Professional & Business services  ,-0.311
2020-03-29,Professional & Business services  ,-0.322
2020-03-30,Professional & Business services  ,-0.336
2020-03-31,Professional & Business services  ,-0.334
2020-04-01,Professional & Business services  ,-0.302
2020-04-02,Professional & Business services  ,-0.311
2020-04-03,Professional & Business services  ,-0.308
2020-04-04,Professional & Business services  ,-0.302
2020-04-05,Professional & Business services  ,-0.311
2020-04-06,Professional & Business services  ,-0.302
2020-04-07,Professional & Business services  ,-0.303
2020-04-08,Professional & Business services  ,-0.345
2020-04-09,Professional & Business services  ,-0.338
2020-04-10,Professional & Business services  ,-0.34700000000000003
2020-04-11,Professional & Business services  ,-0.36
2020-04-12,Professional & Business services  ,-0.358
2020-04-13,Professional & Business services  ,-0.342
2020-04-14,Professional & Business services  ,-0.341
2020-04-15,Professional & Business services  ,-0.32
2020-04-16,Professional & Business services  ,-0.31
2020-04-17,Professional & Business services  ,-0.284
2020-04-18,Professional & Business services  ,-0.268
2020-04-19,Professional & Business services  ,-0.233
2020-04-20,Professional & Business services  ,-0.233
2020-04-21,Professional & Business services  ,-0.211
2020-04-22,Professional & Business services  ,-0.197
2020-04-23,Professional & Business services  ,-0.195
2020-04-24,Professional & Business services  ,-0.198
2020-04-25,Professional & Business services  ,-0.207
2020-04-26,Professional & Business services  ,-0.219
2020-04-27,Professional & Business services  ,-0.221
2020-04-28,Professional & Business services  ,-0.224
2020-04-29,Professional & Business services  ,-0.218
2020-04-30,Professional & Business services  ,-0.212
2020-05-01,Professional & Business services  ,-0.203
2020-05-02,Professional & Business services  ,-0.194
2020-05-03,Professional & Business services  ,-0.196
2020-05-04,Professional & Business services  ,-0.18600000000000005
2020-05-05,Professional & Business services  ,-0.192
2020-05-06,Professional & Business services  ,-0.193
2020-05-07,Professional & Business services  ,-0.189
2020-05-08,Professional & Business services  ,-0.198
2020-05-09,Professional & Business services  ,-0.21600000000000005
2020-05-10,Professional & Business services  ,-0.22
2020-05-11,Professional & Business services  ,-0.226
2020-05-12,Professional & Business services  ,-0.204
2020-05-13,Professional & Business services  ,-0.197
2020-05-14,Professional & Business services  ,-0.181
2020-05-15,Professional & Business services  ,-0.17600000000000002
2020-05-16,Professional & Business services  ,-0.16
2020-05-17,Professional & Business services  ,-0.145
2020-05-18,Professional & Business services  ,-0.13699999999999998
2020-05-19,Professional & Business services  ,-0.15
2020-05-20,Professional & Business services  ,-0.15
2020-05-21,Professional & Business services  ,-0.152
2020-05-22,Professional & Business services  ,-0.149
2020-05-23,Professional & Business services  ,-0.14
2020-05-24,Professional & Business services  ,-0.14300000000000002
2020-05-25,Professional & Business services  ,-0.119
2020-05-26,Professional & Business services  ,-0.129
2020-05-27,Professional & Business services  ,-0.138
2020-05-28,Professional & Business services  ,-0.154
2020-05-29,Professional & Business services  ,-0.161
2020-05-30,Professional & Business services  ,-0.16399999999999998
2020-05-31,Professional & Business services  ,-0.181
2020-06-01,Professional & Business services  ,-0.172
2020-06-02,Professional & Business services  ,-0.181
2020-06-03,Professional & Business services  ,-0.192
2020-06-04,Professional & Business services  ,-0.193
2020-06-05,Professional & Business services  ,-0.184
2020-06-06,Professional & Business services  ,-0.195
2020-06-07,Professional & Business services  ,-0.191
2020-06-08,Professional & Business services  ,-0.206
2020-06-09,Professional & Business services  ,-0.22
2020-06-10,Professional & Business services  ,-0.214
2020-06-11,Professional & Business services  ,-0.185
2020-06-12,Professional & Business services  ,-0.214
2020-06-13,Professional & Business services  ,-0.197
2020-06-14,Professional & Business services  ,-0.204
2020-06-15,Professional & Business services  ,-0.195
2020-06-16,Professional & Business services  ,-0.18
2020-06-17,Professional & Business services  ,-0.171
2020-06-18,Professional & Business services  ,-0.209
2020-06-19,Professional & Business services  ,-0.195
2020-06-20,Professional & Business services  ,-0.199
2020-06-21,Professional & Business services  ,-0.19
2020-06-22,Professional & Business services  ,-0.205
2020-06-23,Professional & Business services  ,-0.213
2020-06-24,Professional & Business services  ,-0.2
2020-06-25,Professional & Business services  ,-0.157
2020-06-26,Professional & Business services  ,-0.147
2020-06-27,Professional & Business services  ,-0.146
2020-06-28,Professional & Business services  ,-0.16
2020-06-29,Professional & Business services  ,-0.141
2020-06-30,Professional & Business services  ,-0.118
2020-07-01,Professional & Business services  ,-0.118
2020-07-02,Professional & Business services  ,-0.136
2020-07-03,Professional & Business services  ,-0.217
2020-07-04,Professional & Business services  ,-0.0292
2020-07-05,Professional & Business services  ,-0.0733
2020-07-06,Professional & Business services  ,-0.14300000000000002
2020-07-07,Professional & Business services  ,-0.14800000000000002
2020-07-08,Professional & Business services  ,-0.159
2020-07-09,Professional & Business services  ,-0.145
2020-07-10,Professional & Business services  ,-0.13
2020-07-11,Professional & Business services  ,-0.125
2020-07-12,Professional & Business services  ,-0.108
2020-07-13,Professional & Business services  ,-0.105
2020-07-14,Professional & Business services  ,-0.107
2020-07-15,Professional & Business services  ,-0.08800000000000001
2020-07-16,Professional & Business services  ,-0.0869
2020-07-17,Professional & Business services  ,-0.112
2020-07-18,Professional & Business services  ,-0.106
2020-07-19,Professional & Business services  ,-0.115
2020-07-20,Professional & Business services  ,-0.112
2020-07-21,Professional & Business services  ,-0.126
2020-07-22,Professional & Business services  ,-0.15
2020-07-23,Professional & Business services  ,-0.163
2020-07-24,Professional & Business services  ,-0.153
2020-07-25,Professional & Business services  ,-0.17
2020-07-26,Professional & Business services  ,-0.16
2020-07-27,Professional & Business services  ,-0.17
2020-07-28,Professional & Business services  ,-0.179
